#Thorlabs FTS
[SpectrumHeader]
#Date,20170309
#Time,15281149
#GMTTime,15281149
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,0.000300
#TriggerMode,0
#InterferometerSerial,M00328119
#Source,
#AirMeasureOpt,0
#WnrMin,0.000000
#WnrMax,0.000000
#Length,3648
#Resolution,0.0000000000e+000
#ADC,0
#Instrument,0
#InstrModel,CCS200
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
1.952689209e+002,2.798725618e-003
1.954717560e+002,6.176381721e-004
1.956746063e+002,3.404583316e-003
1.958774719e+002,1.809158246e-003
1.960803528e+002,1.849548775e-003
1.962832489e+002,2.980482997e-003
1.964861603e+002,2.051501302e-003
1.966890869e+002,1.546619926e-003
1.968920288e+002,3.202630673e-003
1.970949707e+002,1.304276870e-003
1.972979431e+002,1.708181924e-003
1.975009308e+002,1.587010454e-003
1.977039185e+002,1.587010454e-003
1.979069366e+002,5.166619085e-004
1.981099701e+002,7.236632518e-005
1.983130035e+002,5.217107537e-005
1.985160522e+002,1.445643604e-003
1.987191315e+002,1.647596131e-003
1.989222107e+002,3.550998808e-004
1.991253204e+002,-3.113434941e-004
1.993284302e+002,9.811527561e-004
1.995315552e+002,3.349046456e-004
1.997346954e+002,2.374625299e-003
1.999378510e+002,8.397860220e-004
2.001410217e+002,2.778530354e-003
2.003442078e+002,-6.900045264e-005
2.005474091e+002,2.818920882e-003
2.007506256e+002,2.152477624e-003
2.009538574e+002,2.515992150e-003
2.011571045e+002,2.293844242e-003
2.013603668e+002,1.869743923e-003
2.015636444e+002,9.609575500e-004
2.017669220e+002,6.176381721e-004
2.019702301e+002,9.407622856e-004
2.021735535e+002,2.132282360e-003
2.023768768e+002,-8.919570973e-005
2.025802307e+002,7.388097001e-004
2.027835846e+002,7.590049645e-004
2.029869690e+002,1.178056482e-005
2.031903534e+002,-5.334913149e-004
2.033937531e+002,1.531473390e-004
2.035971832e+002,-9.172011632e-004
2.038006134e+002,1.425448339e-003
2.040040588e+002,9.003717569e-004
2.042075195e+002,3.283411730e-003
2.044109955e+002,9.003717569e-004
2.046144867e+002,2.758335089e-003
2.048179932e+002,1.405253075e-003
2.050215149e+002,3.889269428e-003
2.052250519e+002,2.314039506e-003
2.054286041e+002,2.011110773e-003
2.056321716e+002,2.233258449e-003
2.058357544e+002,2.334234770e-003
2.060393372e+002,9.205670212e-004
2.062429504e+002,6.782239652e-004
2.064465637e+002,7.993954932e-004
2.066502075e+002,9.205670212e-004
2.068538513e+002,1.102324342e-003
2.070575256e+002,1.082129078e-003
2.072612000e+002,-1.901719806e-004
2.074649048e+002,2.576577943e-003
2.076686096e+002,2.743188816e-004
2.078723297e+002,2.743188816e-004
2.080760651e+002,6.378334365e-004
2.082798157e+002,1.324472134e-003
2.084835815e+002,2.233258449e-003
2.086873627e+002,2.758335089e-003
2.088911591e+002,1.344667398e-003
2.090949707e+002,1.486034133e-003
2.092987976e+002,1.061933814e-003
2.095026398e+002,2.536187414e-003
2.097064972e+002,1.405253075e-003
2.099103546e+002,1.869743923e-003
2.101142426e+002,6.378334365e-004
2.103181458e+002,1.788962982e-003
2.105220490e+002,-8.566153701e-004
