#Thorlabs FTS
[SpectrumHeader]
#Date,20170309
#Time,15100042
#GMTTime,15100042
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,0.070000
#TriggerMode,0
#InterferometerSerial,M00328119
#Source,
#AirMeasureOpt,0
#WnrMin,0.000000
#WnrMax,0.000000
#Length,3648
#Resolution,0.0000000000e+000
#ADC,0
#Instrument,0
#InstrModel,CCS200
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
1.952689209e+002,1.076774555e-003
1.954717560e+002,-3.589248518e-004
1.956746063e+002,1.258764649e-003
1.958774719e+002,-6.420204882e-004
1.960803528e+002,2.006945899e-003
1.962832489e+002,2.527639663e-005
1.964861603e+002,1.723850262e-003
1.966890869e+002,9.554478456e-004
1.968920288e+002,2.856232924e-003
1.970949707e+002,2.391147194e-003
1.972979431e+002,3.948173486e-003
1.975009308e+002,1.642965828e-003
1.977039185e+002,2.472031629e-003
1.979069366e+002,9.150055703e-004
1.981099701e+002,3.119107336e-003
1.983130035e+002,1.339649083e-003
1.985160522e+002,1.824955922e-003
1.987191315e+002,4.499198694e-004
1.989222107e+002,9.150055703e-004
1.991253204e+002,1.258764649e-003
1.993284302e+002,-6.217993796e-004
1.995315552e+002,-1.430644072e-003
1.997346954e+002,1.076774555e-003
1.999378510e+002,2.229378326e-003
2.001410217e+002,1.117216772e-003
2.003442078e+002,2.532694954e-003
2.005474091e+002,9.756689542e-004
2.007506256e+002,1.764292596e-003
2.009538574e+002,1.521639177e-003
2.011571045e+002,1.096995664e-003
2.013603668e+002,2.532694954e-003
2.015636444e+002,2.290041652e-003
2.017669220e+002,1.723850262e-003
2.019702301e+002,1.986724790e-003
2.021735535e+002,1.865398139e-003
2.023768768e+002,1.784513704e-003
2.025802307e+002,1.440754626e-003
2.027835846e+002,1.380091300e-003
2.029869690e+002,1.703629154e-003
2.031903534e+002,3.488142975e-004
2.033937531e+002,7.532366435e-004
2.035971832e+002,1.198101207e-003
2.038006134e+002,1.117216772e-003
2.040040588e+002,1.501417952e-003
2.042075195e+002,1.966503682e-003
2.044109955e+002,8.947844617e-004
2.046144867e+002,2.148493892e-003
2.048179932e+002,6.925733178e-004
2.050215149e+002,1.198101207e-003
2.052250519e+002,1.218322315e-003
2.054286041e+002,1.986724790e-003
2.056321716e+002,2.067609224e-003
2.058357544e+002,1.339649083e-003
2.060393372e+002,1.198101207e-003
2.062429504e+002,2.128272550e-003
2.064465637e+002,2.679298050e-004
2.066502075e+002,1.966503682e-003
2.068538513e+002,8.543422446e-004
2.070575256e+002,9.352266788e-004
2.072612000e+002,-1.567136642e-004
2.074649048e+002,1.804734813e-003
2.076686096e+002,-5.206937785e-004
2.078723297e+002,-1.971558959e-004
2.080760651e+002,3.285931598e-004
2.082798157e+002,1.319427975e-003
2.084835815e+002,7.936788606e-004
2.086873627e+002,2.047388116e-003
2.088911591e+002,2.229378326e-003
2.090949707e+002,1.339649083e-003
2.092987976e+002,-5.560807404e-005
2.095026398e+002,2.856232924e-003
2.097064972e+002,1.668242185e-004
2.099103546e+002,2.067609224e-003
2.101142426e+002,1.036332338e-003
2.103181458e+002,1.885619247e-003
2.105220490e+002,1.744071371e-003
2.107259827e+002,2.209157217e-003
2.109299164e+002,1.966503682e-003
2.111338806e+002,1.238543424e-003
2.113378448e+002,2.072664647e-004
2.115418243e+002,1.278985757e-003
2.117458191e+002,2.274875733e-004
2.119498444e+002,3.083720512e-004
2.121538696e+002,5.105832242e-004
2.123579102e+002,2.006945899e-003
2.125619659e+002,8.745633531e-004
2.127660370e+002,1.440754626e-003
2.129701233e+002,5.510254414e-004
2.131742096e+002,2.714685164e-003
2.133783264e+002,2.633800497e-003
2.135824585e+002,1.036332338e-003
2.137866058e+002,4.296987609e-004
2.139907532e+002,2.188936109e-003
2.141949310e+002,2.714685164e-003
2.143991089e+002,1.683408045e-003
2.146033173e+002,1.905840356e-003
2.148075256e+002,8.341211360e-004
2.150117493e+002,7.127944264e-004
2.152160034e+002,1.339649083e-003
2.154202576e+002,3.083720512e-004
2.156245270e+002,1.177880098e-003
2.158288116e+002,4.903621157e-004
2.160331116e+002,-7.582919352e-005
2.162374268e+002,9.150055703e-004
2.164417572e+002,3.563971957e-003
2.166461029e+002,1.061608709e-004
2.168504639e+002,1.744071371e-003
2.170548401e+002,1.380091300e-003
2.172592163e+002,1.622744719e-003
2.174636230e+002,1.339649083e-003
2.176680298e+002,1.824955922e-003
